index,Best Performance
260,0.16705828933516487
261,0.1644569739136268
262,0.1242258280291085
263,0.12279622412577827
264,0.13305763985844263
265,0.25759475798164433
266,0.13085129212849433
267,0.1601499656937537
268,0.13710695059310868
269,0.1241589769108593
270,0.11389187553275447
271,0.13535128028995327
272,0.17665321448048268
273,0.14094462098424398
274,0.17229517595768673
275,0.13694137942328283
276,0.10987051391030914
277,0.11247513148875114
278,0.1376877321168831
279,0.20088924739113076
280,0.1755079149511008
281,0.21385826116448237
282,0.11822658305571551
283,0.17185297305802227
284,0.21276061392661716
285,0.19547943319800065
286,0.1524787592840957
287,0.12427487104112508
288,0.12619916812787804
289,0.1524869089428565
290,0.1865264514472868
291,0.13101704539803075
292,0.12265310695740482
293,0.17098532073618775
294,0.12875872964275878
295,0.1873933932143211
296,0.1263584458004392
297,0.31883651430098375
298,0.1204370111488579
299,0.15061837655312954
300,0.1660930825263742
301,0.16078382782959838
302,0.12763351853953217
303,0.1578801410299844
304,0.1973129068103804
305,0.18927032634555677
306,0.1400918228959576
307,0.081546886574299
308,0.1757064276867511
309,0.17851692186720564
310,0.22573763107942052
311,0.16802322321951024
312,0.1582680241844722
313,0.1265977354367625
314,0.12871447586324922
315,0.13475186797955893
316,0.12603995800344003
317,0.07824891424579788
318,0.16186889005134225
319,0.17991675954159508
320,0.1679091711637906
321,0.11957709355898939
322,0.3227192778933193
323,0.13001898507565385
324,0.1298106252350968
325,0.12202893189795584
326,0.12230528961823407
327,0.18924534113327993
328,0.12148800760917346
329,0.12440175846675394
330,0.08814179664464201
331,0.1928235343152035
332,0.2024613453175502
333,0.1370593189302139
334,0.13519549718027607
335,0.14213668199571555
336,0.12804289205618427
337,0.1664153347789124
338,0.2522052765440067
339,0.10943807496909426
340,0.15012928291998479
341,0.3341439052044988
342,0.1521105429535018
343,0.16475257934993562
344,0.2113847500733627
345,0.1736174352452855
346,0.16123519243409581
347,0.2616837166252554
348,0.12014921452042528
349,0.15955340487932396
350,0.15352438871372867
351,0.13999295741550957
352,0.37244372500060857
353,0.17217987299370452
354,0.12932309019233157
355,0.11532679915554525
356,0.1107472638275502
357,0.39636489221093446
358,0.1256533047837971
359,0.276860863682214
360,0.12311232315353038
361,0.09032908382487762
362,0.16924910292553055
363,0.14139521002981956
364,0.22828876212930538
365,0.18143285082209976
366,0.12260231930594336
367,0.12461099571173885
368,0.1317761611940149
369,0.12147190516133795
370,0.1839182388510124
371,0.1428154100421934
372,0.1231786991070059
373,0.17671629309693565
374,0.16836800835982924
375,0.12164585870449235
376,0.14347847113085865
377,0.139510216761854
378,0.08035157595717146
379,0.3479585354968819
380,0.16339851338861777
381,0.13618760287463397
382,0.3482893015480916
383,0.18327085839410606
384,0.17526543029041816
385,0.12583195289125357
386,0.1378189093626389
387,0.13729466126326725
388,0.13334064491017647
389,0.13541554651638124
390,0.1041501371230071
391,0.18822602747828557
392,0.13138685522980548
393,0.12477315060957528
394,0.1576022728815177
395,0.16805558811203378
396,0.2546879362492886
397,0.26984307212621644
398,0.13476603789776603
399,0.1539587451687133
400,0.13341962836140092
401,0.1987318754998136
402,0.2035021519874767
403,0.13192248612828
404,0.09474800294670392
405,0.1285261042308045
406,0.15274710807276384
407,0.13069724955544218
408,0.17650628537276447
409,0.12611685386554322
410,0.12293218379331275
411,0.11917841670289732
412,0.20133230373370226
413,0.11606631651859385
414,0.10084811097240631
415,0.1510908379040805
416,0.2312469081652056
417,0.12749615813811724
418,0.12511565251484455
419,0.16964409673188846
420,0.15328608300290497
421,0.13381448005850813
422,0.1211432157985841
423,0.14594399531522445
424,0.08715031810334503
425,0.12153295133982325
426,0.19300232922550886
427,0.21703793420616552
428,0.16449510956036995
429,0.12410260756635383
430,0.11695210389925824
431,0.20500230573545772
432,0.14484114365604747
433,0.16792588947943346
434,0.20002275676764342
435,0.2168052881639264
436,0.19719957247794836
437,0.16372206340900466
438,0.12573874992078463
439,0.2158778892283765
440,0.2289661112344211
441,0.15943807921784753
442,0.12043049437010307
443,0.13546678708633578
444,0.17277591513036347
445,0.08940033454877526
446,0.4026000899047802
447,0.340138287778525
448,0.12423801831161133
449,0.12591893897316894
450,0.17383000019052544
451,0.13802879302787877
452,0.11152158341502486
453,0.15547107048516556
454,0.14536049769644488
455,0.120796074124542
456,0.12218126121787275
457,0.09206645805727055
458,0.12154066188439985
459,0.13011801406381177
460,0.12089274799611148
461,0.16310425346720497
462,0.166938877795434
463,0.07682492366986764
464,0.10541752319051624
465,0.1312792438705757
466,0.15852083154692154
467,0.1735985178313738
468,0.15622572258233172
469,0.11967060747040278
470,0.08829854617893373
471,0.2243884715062713
472,0.19026782688697813
473,0.18237577274647035
474,0.163600999099898
475,0.11779228712393999
476,0.29846059914272133
477,0.1974018972103803
478,0.12458510869141495
479,0.13206248326988285
480,0.1258171794212305
481,0.08428396060767543
482,0.1389940279524873
483,0.23071912449603654
484,0.2583421304951516
485,0.15495079327522254
486,0.18617539062838626
487,0.21297128050241898
488,0.12775549469005573
489,0.16847510931771104
490,0.12168172070164636
491,0.14954629410647935
492,0.12822590488392738
493,0.1479888298806416
494,0.12544901977493295
495,0.1264132213935405
496,0.1470897798559067
497,0.1600446158723522
498,0.1741062323922744
499,0.3053181896034004
500,0.1670391874791873
501,0.11428509499182544
502,0.19845145644156897
503,0.15803174065420866
504,0.13812001373823465
505,0.29113600124871686
506,0.17119679614436037
507,0.11492638465863012
508,0.11514281923756071
509,0.08541074197543315
510,0.12282124161081398
511,0.16002549386164452
512,0.12645928903994028
513,0.17788346216924508
514,0.10724182180864943
515,0.08754418978089219
516,0.12153882460328921
517,0.1861250379415388
518,0.09580531628754303
519,0.13445408878126394
520,0.1634835450986995
521,0.1984341150496846
522,0.16052386423011952
523,0.12747946798018045
524,0.15092439178969966
525,0.18092946222819417
526,0.19275239048129492
527,0.1313577708621317
528,0.18908748227577207
529,0.11388112010137785
530,0.13841449416367205
531,0.0861471567630503
532,0.17901614025557788
533,0.12190054378879393
534,0.13176326893435802
535,0.16680711425658526
536,0.12308327572264367
537,0.11529887944151701
538,0.15761120366898898
539,0.0779110851794996
540,0.10800124885618162
541,0.14690484832299017
542,0.1253517784543648
543,0.13598642171562694
544,0.1284752774423682
545,0.13910215613022298
546,0.45869632522889175
547,0.13480820585382206
548,0.12601674992991188
549,0.22162948340459399
550,0.11446938607719578
551,0.1310884585067263
552,0.2195589881080002
553,0.25876570541212174
554,0.22130922383208826
555,0.18226497730873498
556,0.12870927081925757
557,0.36143783556060965
558,0.11441982788586526
559,0.13366568991666772
560,0.12685860037352756
561,0.13046027873518182
562,0.12857008970149125
563,0.3830658549998244
564,0.15036706239621211
565,0.18134378217986774
566,0.12106309366080037
567,0.1293936516921627
568,0.12389141787326975
569,0.1844205231065387
570,0.12471002889014367
571,0.16392538337178233
572,0.1270438729604538
573,0.2652609619097559
574,0.11893665661048516
575,0.15080013837266992
576,0.13772566348328139
577,0.11693311559432285
578,0.1174607206950982
579,0.1363512558969358
580,0.15488532403253888
581,0.34577754460362636
582,0.16621471699211077
583,0.2242299586520461
584,0.12837326668604804
585,0.12983174400596428
586,0.1474933309151788
587,0.1520324246620701
588,0.14545839154817383
589,0.09148597901907592
590,0.11785876238007069
591,0.1808419128397337
592,0.32333278129269555
593,0.11419426287365422
594,0.18478806512103044
595,0.16658298021477527
596,0.11479739561334831
597,0.12251544966578978
598,0.1270247389971087
599,0.17714826514874
600,0.23751365615904468
601,0.17116888394693516
602,0.16428720360784943
603,0.13292553796871054
604,0.16728259010472532
605,0.1887535755942937
606,0.14561822752740133
607,0.1985576125819465
608,0.12619344504538588
609,0.14039985892939838
610,0.13774178064068246
611,0.17415471933626175
612,0.12200703262152314
613,0.11754361649771805
614,0.11019938369890087
615,0.1656357655880009
616,0.1443802732608475
617,0.11344491921906888
618,0.18879867829409527
619,0.12816669276548412
620,0.17238346768200324
621,0.12179515690651278
622,0.1190845517582508
623,0.13178440545280265
624,0.13442828459753606
625,0.15067849311511264
626,0.19692794145035417
627,0.08131752429045606
628,0.12511310910476847
629,0.12204806137135205
630,0.12392824195195015
631,0.16703407423276753
632,0.12829248649502553
633,0.2949779956037483
634,0.16838064485475715
635,0.17645512941666172
636,0.12786572795133652
637,0.14789460210723396
638,0.1659411930739046
639,0.12003077783630489
640,0.1667607028091518
641,0.1567802802216398
642,0.11871069592277761
643,0.12635600744333914
644,0.13174799760166983
645,0.12092509128019689
646,0.14868839066339687
647,0.1306294282409539
648,0.14479110129017078
649,0.12161026223077505
650,0.13976526981164988
651,0.16633596528519115
652,0.13696845570729763
653,0.13014351048916933
654,0.18316881967403228
655,0.1671987319103011
656,0.12533666998706794
657,0.10204796675263159
658,0.274717427894483
659,0.13691562396016668
660,0.13269549716403653
661,0.15731461343611566
662,0.11973062628158057
663,0.13898846285157082
664,0.17895657055162834
665,0.14133516375382407
666,0.14371994967185522
667,0.13512168176810438
668,0.14107151621618322
669,0.17205171293482885
670,0.16766640237261632
671,0.14433686980037663
672,0.08541809812094232
673,0.14003846393591013
674,0.13344822726752795
675,0.2715510848726986
676,0.12554655140123924
677,0.1842924340329736
678,0.09558125153260613
679,0.14431720052715633
680,0.18765677671012365
681,0.13199469025491817
682,0.17699415121893797
683,0.09775107780420865
684,0.08412120187377624
685,0.3632190245872664
686,0.15417836794619538
687,0.13066783151097053
688,0.13374644977811456
689,0.17301083602995362
690,0.14341256771558686
691,0.166833515365905
692,0.28716635676902874
693,0.24295586148108764
694,0.16211926343042143
695,0.1829728772027556
696,0.17955302709982138
697,0.1310615715630256
698,0.23832466300954053
699,0.12057851512432446
700,0.14113256530655402
701,0.10490115745670675
702,0.14519925605788594
703,0.13713115994120514
704,0.12354121677558537
705,0.14409652385084096
706,0.14465654858259056
707,0.12708129309792565
708,0.17336822920357878
709,0.15900276482251077
710,0.18628604932376797
711,0.12157739331945011
712,0.126933851037703
713,0.13140077603302244
714,0.14788896519790085
715,0.17500041115199358
716,0.08269561254177277
717,0.11592613825716387
718,0.19109672030597558
719,0.1227714164384565
720,0.1309822327229445
721,0.1949914742865653
722,0.13506027683429161
723,0.12001624625996497
724,0.2987380585314197
725,0.10992885510703151
726,0.1901065469402222
727,0.11505026539553098
728,0.16979289746944062
729,0.15080469010504602
730,0.13196261504798124
731,0.23319150684534565
732,0.165084473743096
733,0.15137450428198998
734,0.1419954302203019
735,0.1867110909298597
736,0.1405823126566813
737,0.2069043593545812
738,0.14275566930436043
739,0.16010838755692047
740,0.17509758111318885
741,0.1899856929651396
742,0.11457567197238777
743,0.15725735668749719
744,0.11718727793436465
745,0.12477180935377157
746,0.16588654025283908
747,0.1298682773216953
748,0.23488889303615482
749,0.200628207786571
750,0.12353951261876561
751,0.08750563711859517
752,0.21157598928069862
753,0.1608869338426982
754,0.12727265264483711
755,0.1140395957392851
756,0.17582674484749905
757,0.17083370761466626
758,0.13100099597224055
759,0.13238804360610681
760,0.13990792497034327
761,0.17043165484019998
762,0.12724463919617351
763,0.1349192090791839
764,0.27955107842957955
765,0.12061799398697415
766,0.12441062490360111
767,0.1520948796561518
768,0.13039512456338703
769,0.10381322498296185
770,0.1308337843115335
771,0.14969792835684945
772,0.45804482939705715
773,0.13952261658453508
774,0.12487853433656623
775,0.08661240436119942
776,0.12326945273039402
777,0.13916747689985734
778,0.2812969638810969
779,0.1558079956163172
780,0.15424688570900966
781,0.1313168456563733
782,0.13360081837508514
783,0.14018542836490866
784,0.15124043537772677
785,0.08230324796306887
786,0.17588927725160913
787,0.1660890121958128
788,0.1209173187721119
789,0.118414284407432
790,0.18916261027950318
791,0.13190851219146987
792,0.13045959752567765
793,0.08805980356786162
794,0.13152874403129955
795,0.1612004602651854
796,0.11990513538623816
797,0.14317416415743378
798,0.11949011506832122
799,0.16944598894041332
800,0.2367352961887983
801,0.13231022042025212
802,0.16879912471902486
803,0.2792259282439097
804,0.09323870891487192
805,0.13573010642659455
806,0.1294897856709096
807,0.12449619046979322
808,0.08980616976396996
809,0.11416647355690823
810,0.12192187081090002
811,0.22263725112634802
812,0.13945782942418286
813,0.11545207053615307
814,0.11986176761408295
815,0.11888930339839511
816,0.10960978704586274
817,0.19582018918691488
818,0.12399758015297978
819,0.11177702687823941
820,0.12484049209742469
821,0.46288582907401216
822,0.12964060528918456
823,0.16357387081102495
824,0.11900961026928644
825,0.13003626558842107
826,0.19591450941544705
827,0.14795829391712328
828,0.135799416844562
829,0.13773544466580526
830,0.34426352538604954
831,0.0810542243224576
832,0.13095221180448238
833,0.12117184287472407
834,0.15579987894928224
835,0.13635090224040453
836,0.12970067977257949
837,0.15387290425897446
838,0.12671028798987716
839,0.2727960907695139
840,0.11162177872878576
841,0.18221514575626796
842,0.11967356322749359
843,0.12551153039964172
844,0.14043776810247408
845,0.12737033017553862
846,0.18432550977956505
847,0.11506099352289897
848,0.13581253165274723
849,0.1215057045816387
850,0.15633090781179745
851,0.1677989425318341
852,0.11547224482734478
853,0.11944049439503499
854,0.12551827069388014
855,0.11596521999648504
856,0.20796396687140972
857,0.11081158724413923
858,0.11654023752195808
859,0.11927095219775083
860,0.1489726465883524
861,0.17603789053237592
862,0.20704755255913443
863,0.12278949007416429
864,0.14279719574920036
865,0.11893912778080998
866,0.18906922552575195
867,0.11807958024867495
868,0.1524916982299916
869,0.12440601503780947
870,0.14145699525211528
871,0.07918390736150983
872,0.15586565122279608
873,0.2624468232802156
874,0.12710720105822665
875,0.19880029238462646
876,0.13847196498885375
877,0.13241680555148677
878,0.12196329194384145
879,0.18314914318060685
880,0.18279624099054767
881,0.13590689020222532
882,0.13928020731299975
883,0.11864798523374544
884,0.08150822336749088
885,0.21111542457194626
886,0.13174810408688095
887,0.1285574977931721
888,0.08059728042317275
889,0.13204225451795548
890,0.2522983737284113
891,0.18913068829336263
892,0.15980388815433996
893,0.17961065870905593
894,0.1372212984623975
895,0.12250360749300952
896,0.15206565507410055
897,0.12168259174705902
898,0.1720852487810088
899,0.14927750139782472
900,0.12859195359626305
901,0.12421016067401987
902,0.12835870229970317
903,0.12501438506483123
904,0.12444610096507268
905,0.1295614234030912
906,0.11649100181519163
907,0.1352975541833564
908,0.12502796985650647
909,0.10985787802990288
910,0.11600779882891664
911,0.12773420285007261
912,0.10321053453712396
913,0.1361169272691069
914,0.20862154666279636
915,0.1281275036320246
916,0.12157026912598674
917,0.2365280461533224
918,0.15247856691322695
919,0.12363595393413783
920,0.15886499855542194
921,0.20663544580341597
922,0.1284736439589867
923,0.08905480327029272
924,0.1284065571216564
925,0.17035001768109276
926,0.13810179148396587
927,0.1699030130327102
928,0.16567576097561454
929,0.10850367900924397
930,0.13101214267943093
931,0.14174895292418757
932,0.11239676668462152
933,0.25269644975932876
934,0.14935964622815057
935,0.1794321118663363
936,0.12276113791232345
937,0.07955591741318135
938,0.18847361562233397
939,0.32082214091426137
940,0.2893394418891968
941,0.11227030986379707
942,0.12423784254432259
943,0.14173978029279427
944,0.1250958582459101
945,0.1573169961060373
946,0.12821236174183212
947,0.1133872407027968
948,0.14792948887181606
949,0.12495752156459242
950,0.12396312570693023
951,0.17459171473290022
952,0.13075902884081889
953,0.13219242365988515
954,0.13848866098937737
955,0.130989695710721
956,0.22212549001200235
957,0.13478751078763587
958,0.13377073138803985
959,0.13268605940858946
960,0.12154511514138609
961,0.21909566335267466
962,0.1839484109528068
963,0.12436655307589448
964,0.1264936781346627
965,0.1563301305772833
966,0.12221543934874358
967,0.12205038237229593
968,0.11414595980010446
969,0.22031891511914037
970,0.13771940649729733
971,0.1271150388426926
972,0.12123373549022966
973,0.09483239463339041
974,0.18265173849037886
975,0.12443933419311637
976,0.11966285327924171
977,0.1543400723815002
978,0.08739351316797209
979,0.08022073364788555
980,0.18972864582990992
981,0.1427845125969104
982,0.14704936737996696
983,0.11049472092895149
984,0.09057319927785891
985,0.153341240016293
986,0.15415227330202655
987,0.1370842258694691
988,0.14569390553559436
989,0.13958354205838755
990,0.202889266453753
991,0.11951800349024254
992,0.138025016821602
993,0.12002578774556164
994,0.11354101972748026
995,0.11413818099405657
996,0.08703046558872454
997,0.13136139699178398
998,0.14123076334552254
999,0.12491754624241219
1000,0.16177091438718755
1001,0.19957502165242846
1002,0.12308609459018868
1003,0.3512266137352794
1004,0.16683891929301425
1005,0.1485735383396321
1006,0.1559080656332134
1007,0.12483116619426517
1008,0.13087837125897633
1009,0.1414018852871866
1010,0.12661853923963448
1011,0.13755980466987336
1012,0.18154222199243178
1013,0.15743458403553617
1014,0.1401102115182255
1015,0.1413930552598217
1016,0.16593463169711212
1017,0.21790148582948318
1018,0.09964573969022837
1019,0.21677309093747227
1020,0.16138146760134078
1021,0.15283834132139656
1022,0.23436701549462827
1023,0.11666548552176856
1024,0.18661925664389806
1025,0.14696391618668692
1026,0.15155085984574695
1027,0.14766805668498922
1028,0.11639678621621456
1029,0.13415471600499876
1030,0.1188105762891006
1031,0.08724505619166738
1032,0.12346975003447462
1033,0.1577371471899439
1034,0.12252082906123017
1035,0.20245468165024585
1036,0.1738063438023477
1037,0.1232849988873842
1038,0.14764732971329284
1039,0.1672789089622309
1040,0.17117226321433524
1041,0.13355420855930575
1042,0.1944448830703514
1043,0.12817233465568648
1044,0.10052426994070994
1045,0.12435250060496181
1046,0.08609373072166568
1047,0.12512298120665913
1048,0.14016331931537956
1049,0.20966048303368834
1050,0.25415445098664163
1051,0.17026747926820082
1052,0.11464980232389674
1053,0.21116092143022197
1054,0.1391527368451146
1055,0.23987401074681425
1056,0.134393807744428
1057,0.12568875172264252
1058,0.13953756509566526
1059,0.3025820865047709
1060,0.17033762899537172
1061,0.15238733132757212
1062,0.1826971053067031
1063,0.12709415395673787
1064,0.26700459946791283
1065,0.2406939807918542
1066,0.1792872319335584
1067,0.27298914283910897
1068,0.20079768018807923
1069,0.15792199556939993
1070,0.12505082183822136
1071,0.4968103053109178
1072,0.12655085340982505
1073,0.13851631385687438
1074,0.15208251874176892
1075,0.1150318707327775
1076,0.1258693380423861
1077,0.12156685169880524
1078,0.15243700319503123
1079,0.0844184781719519
1080,0.1558672913214451
1081,0.12110309564615099
1082,0.1196251638298058
1083,0.17887656897631754
1084,0.15693738418390887
1085,0.12050334298921801
1086,0.13203321638917326
1087,0.19654145751612798
1088,0.15649729429014173
1089,0.1256139722396752
1090,0.12671103246217333
1091,0.10955145207978564
1092,0.15947313367332808
1093,0.11428824842746384
1094,0.19738107808895547
1095,0.19314300261617082
1096,0.16047055114255154
1097,0.12259099609527185
1098,0.1332373683345175
1099,0.12891862535293266
1100,0.11670222250634991
1101,0.2542493109963107
1102,0.11746459134883025
1103,0.16723594887417104
1104,0.14070341052294602
1105,0.14035585542271184
1106,0.2732349244312881
1107,0.14075299641136582
1108,0.1176414214500167
1109,0.17405190847224528
1110,0.12193934016063883
1111,0.25226875411427924
1112,0.19848149698688933
1113,0.1755841405161369
1114,0.1861709950642724
1115,0.21365748315538527
1116,0.1761978542716976
1117,0.14507086725697385
1118,0.1205952354412811
1119,0.13830033637704295
1120,0.12754351078328185
1121,0.14386465259045042
1122,0.13743329840686289
1123,0.1284657696738267
1124,0.1316818904214344
1125,0.17971183915995484
1126,0.1286995940877838
1127,0.11529592294657595
1128,0.35221870156870516
1129,0.12634201035102655
1130,0.13807607208487144
1131,0.11360318272942878
1132,0.12736510389643937
1133,0.18290068943577378
1134,0.10780360749483625
1135,0.15784066082249626
1136,0.12170936925031875
1137,0.0835675085117271
1138,0.12923980694545328
1139,0.17640092494356896
1140,0.1585025571156551
1141,0.1579679761713157
1142,0.14027163925661673
1143,0.11665341658726736
1144,0.16921863058540873
1145,0.1248265755381123
1146,0.16612318863433143
1147,0.11297939929243045
1148,0.13323240111670623
1149,0.14979434224549773
1150,0.11219675748242676
1151,0.16512224172240822
1152,0.13763509635973323
1153,0.13204969835893507
1154,0.1323386355115925
1155,0.11979096515807272
1156,0.12070178980427373
1157,0.14244460929394984
1158,0.12336302721994016
1159,0.12304748783384215
1160,0.17397470145334143
1161,0.18418756483751528
1162,0.16748754365647364
1163,0.08336700156885338
1164,0.1822458180431852
1165,0.11631340474914686
1166,0.1255451861384536
1167,0.13239180318088484
1168,0.21132017048866725
1169,0.17379604204668297
1170,0.12844820692742698
1171,0.13214022883423002
1172,0.13378142289068243
1173,0.1294373441154934
1174,0.13187956103667786
1175,0.16437227909439758
1176,0.1678026117723171
1177,0.3710183007668135
1178,0.22489121202137272
1179,0.07788488973346508
1180,0.12671688008246515
1181,0.1291822375749298
1182,0.1330908596819889
1183,0.12163513862232264
1184,0.16142471489701316
1185,0.14042862360527134
1186,0.1140784322849674
1187,0.1290662241006827
1188,0.1032259558929231
1189,0.08794200488344082
1190,0.16958756649207754
1191,0.161734030329352
1192,0.14831599788709243
1193,0.15941955034158112
1194,0.14281579305194309
1195,0.14931876386963866
1196,0.12854769084202894
1197,0.13595356618962898
1198,0.13768788783067254
1199,0.12155530356360839
1200,0.13111003884072833
1201,0.13167098534978655
1202,0.11944346098948531
1203,0.13490171517143318
1204,0.08374835206667462
1205,0.17222278115946943
1206,0.18389063260312302
1207,0.2010910423608186
1208,0.11301244474941088
1209,0.14796413966132957
1210,0.13664415038198505
1211,0.2695625754240459
1212,0.23990227015536844
1213,0.2841421206670284
1214,0.19400653929107836
1215,0.1378750251472846
1216,0.12036157999766268
1217,0.2251492148386513
1218,0.312456877301094
1219,0.1334689729518181
1220,0.1252606158450483
1221,0.13405058679674225
1222,0.16879532865911925
1223,0.13445845586053146
1224,0.08369173888378442
1225,0.16747235227986765
1226,0.12602531926183416
1227,0.11051221289152229
1228,0.13576410654771176
1229,0.15258535052743713
1230,0.14304449806109865
1231,0.21999496829844922
1232,0.11752882702883255
1233,0.17451808475760544
1234,0.12380157145023353
1235,0.12436669326612652
1236,0.1887971918912997
1237,0.13262656826254454
1238,0.17188252723800782
1239,0.12947153717681514
1240,0.26079585985279147
1241,0.17143094945545131
1242,0.13333041224108902
1243,0.18359765868094396
1244,0.11876037137239448
1245,0.14943467950806774
1246,0.12905891677123216
1247,0.13197457175023908
1248,0.17028864072457156
1249,0.21750273195674244
1250,0.19654826072429882
